case_prop_diff_over_T
5.953913491246138e-4
2.743362554003818e-4
5.424317519502017e-4
3.7854404698616943e-4
3.721846625525726e-4
7.919200810926163e-4
6.52803465394724e-4
8.159642693541e-4
4.5177180875939394e-4
2.624157710678949e-4
4.827508960573477e-4
4.539128582512626e-4
4.828401691152257e-4
4.4266105835916847e-4
4.2969517156243864e-4
2.4093597917867476e-4
3.4645475488174083e-4
3.3169323590715463e-4
3.4928953389012923e-4
3.330800676326435e-4
4.785900821039948e-4
4.5721324332303055e-4
5.090295905689876e-4
5.065175978286088e-4
4.353936426304847e-4
7.926934638174799e-4
3.224577911693908e-4
7.368920554577464e-4
3.07267384721224e-4
8.480067190837099e-4
5.059643075192972e-4
4.0607178735824195e-4
3.832946079660627e-4
3.927537895118842e-4
2.561639321183577e-4
7.54563731150943e-4
7.756238687564986e-4
4.26249573038825e-4
3.6693770354319876e-4
2.545537695491143e-4
4.772436759956943e-4
2.2242686155583754e-4
2.6552395262195976e-4
6.359515961138098e-4
5.623623774965885e-4
2.9124356656002226e-4
2.9327387933427037e-4
5.546890010430104e-4
4.2212829695584963e-4
5.061101295641932e-4
5.204792658055745e-4
4.1349884500661594e-4
2.7727096637132756e-4
6.406337917452751e-4
2.9318710312136657e-4
2.033200370815271e-4
4.69637058434301e-4
5.198997753149378e-4
4.2266009358480196e-4
6.016290880738256e-4
2.3375134244026574e-4
9.494342830720028e-4
6.56220554882882e-4
6.393749634224849e-4
4.4831697517058424e-4
7.252435247115859e-4
1.7437167189093242e-4
3.185095723101844e-4
5.938517358835712e-4
3.3944251526143505e-4
5.460529439558632e-4
4.73796170953394e-4
7.898471578005848e-4
3.0107045405666967e-4
8.261520604510774e-4
3.6864061427590943e-4
3.862260831902251e-4
6.088383778530967e-4
6.974172220899216e-4
2.7078325614117373e-4
7.552963994430077e-4
3.9766360536080633e-4
7.44111876245237e-4
5.239460128528918e-4
2.0114242294016961e-4
4.019320517806545e-4
3.794763709490293e-4
5.026356955826965e-4
6.049554671320431e-4
4.7528088588866285e-4
5.895155550011192e-4
5.054378137200224e-4
7.040225077242358e-4
5.081457687909067e-4
3.6574924824590713e-4
2.877322018139729e-4
3.6188439069701926e-4
4.956011730205278e-4
6.996982551274763e-4
7.439072419745867e-4
4.0856051724092303e-4
3.6265466508825846e-4
6.285738980032335e-4
3.438579627397379e-4
2.398357486009925e-4
3.8793332560184787e-4
5.074360964399468e-4
4.6588518184550646e-4
3.1184678618804523e-4
3.3375638038171326e-4
3.590225170552045e-4
4.124126738100051e-4
0.0010931052617384504
