case_prop_diff_over_T
3.78937917557897e-4
2.4795108438231114e-4
4.449099889459875e-4
3.0034416440630093e-4
2.910146497269645e-4
6.046379285815905e-4
4.529673253512444e-4
5.135644118694965e-4
2.2186694508793102e-4
2.298703514158989e-4
2.7095067417648065e-4
4.477595363102519e-4
3.006256838437597e-4
2.2890719930176e-4
3.593038371255693e-4
2.1292736502880958e-4
4.1352437433035775e-4
2.4829487296423544e-4
2.4003785477365232e-4
2.675341908695931e-4
3.4205848660089007e-4
2.4269110887429024e-4
3.340964505741992e-4
3.017529343690861e-4
3.3070722544406757e-4
5.065962100782633e-4
2.1237676816985643e-4
3.8438967136150237e-4
2.3269717835476035e-4
3.638322402615812e-4
4.672416795523544e-4
3.6243820801702627e-4
3.179296781578771e-4
2.400722077648161e-4
2.4444558206204573e-4
4.122664613702421e-4
5.301600749669453e-4
2.6617075916859586e-4
2.8355195466124307e-4
2.1943406519037457e-4
5.014352350197345e-4
2.2344292793354407e-4
1.3965040536107598e-4
5.667360629192691e-4
5.499731216143573e-4
2.921129503407984e-4
2.988740372018347e-4
5.086391458293307e-4
2.642806821944886e-4
4.324580244347444e-4
6.835137443567084e-4
5.240455418750514e-4
2.027939888001622e-4
3.629784088527013e-4
2.039173598068151e-4
2.187461917445727e-4
4.72541791080739e-4
4.3843040232931934e-4
2.663214987313931e-4
4.184200969816076e-4
2.0281963759243178e-4
6.074345710013414e-4
4.07111484423688e-4
6.23866097032832e-4
4.1481473820475617e-4
5.895467672188057e-4
1.132973299595906e-4
1.9089668881450532e-4
4.267139521328104e-4
2.7072458639299305e-4
4.00579966600965e-4
3.410043189582932e-4
5.018789709664779e-4
2.5023746796422737e-4
8.083899276152149e-4
2.704513514396837e-4
3.1179870620000707e-4
2.109454623023868e-4
3.9527581797610737e-4
2.57372339801841e-4
5.569922418937738e-4
3.39615776426633e-4
3.7216325891583274e-4
4.5635267935285445e-4
1.8366156335603706e-4
2.171416930570217e-4
4.105040921500045e-4
2.7223562731710306e-4
3.906157013973196e-4
4.123050366808458e-4
3.4697124798354316e-4
1.9909074008348976e-4
4.455966005707852e-4
2.3928797063397887e-4
2.8622341017930724e-4
2.884141019316155e-4
4.083884723805835e-4
1.9472140762463348e-4
5.112522236279856e-4
3.512346668930667e-4
3.126452843404763e-4
2.7500520280113416e-4
3.5967237601254045e-4
2.8700375257406495e-4
3.070777461021364e-4
3.198902129057822e-4
2.3451464204598909e-4
3.699336431527595e-4
2.7635968967319215e-4
4.481678749321892e-4
3.7109892716137224e-4
2.65067277669205e-4
6.895187752276671e-4
